x0,x1,y
7.914110777694043,0.9902470157355721,1
4.989596117238577,5.461337206519694,1
5.922891068843488,3.092692038173988,1
-0.672001405962467,11.810970659420347,0
5.611721115323222,5.9649732959734205,0
3.8488374579516753,1.5081445286554378,0
1.657839811196472,11.122663960760224,0
3.7848132113518353,1.9510456514920875,1
-0.3066222220085826,5.56626959763603,0
10.523432273543932,0.7543847455554178,0
5.385677256119028,6.904571755555857,0
0.3008292393463172,6.6723938361401665,0
-0.06516440853558869,-1.064330811892452,0
6.132196999525153,3.6850855718077735,0
5.029179870910847,0.08888548633331395,0
4.027004731968007,6.9944782453814796,1
0.22868008026251996,10.902070217174778,0
1.8687962370637867,3.5463150904417264,0
7.896967978391779,0.1893552526573572,1
5.2824543387552225,13.748144103032445,0
-0.9983655267708826,1.0305931315869037,0
5.335770220938301,6.667822365578304,0
1.849344307413138,3.5832464995878612,0
1.394080891561825,8.03584049749713,0
9.217303056963058,-0.721330308213969,1
1.0777858999779908,7.499950732142663,1
2.5953814775862076,3.9559241701876604,0
4.641150012342499,-1.3251357427929271,1
-0.26004269895834975,7.6813171288157935,0
5.6969901461683925,6.264923854320948,0
3.265170581725449,2.249185096446533,1
2.9049425545119028,0.9257725083459638,1
2.0014571858181376,4.686369055857283,1
2.8051996999265927,9.569523152359734,0
2.7435116737428866,3.7187505580591473,0
5.755827638860602,2.612816150483182,0
1.1488426371842766,8.457794476937021,1
3.2818796505823675,4.387785559083327,1
4.403680306730768,-2.3390961037257547,0
8.385757779131183,4.190220816791803,0
3.186093404520439,5.138752754269351,0
7.655902668094799,6.7947904243015405,1
1.197299215750621,14.578176180956593,0
0.8417250633242457,4.340906869634713,1
-1.3596576645902987,5.102389938369376,0
5.023633897667345,1.99849040627881,1
3.0348547281147424,4.643871658898511,0
3.8277688035873734,6.787333745349592,0
7.744525168833651,3.5095290872924068,0
5.212476334347851,-1.294205621675033,0
5.983477949696134,4.2950942047339815,0
7.037447871354926,4.958743615298824,1
1.4259812809218344,8.373132553898083,0
2.0305163224994502,-1.526083718126058,1
5.667943150376619,7.159516624460707,0
6.42556007989939,-2.555413350373244,1
4.022121488189143,5.792592687586547,1
8.067272832597645,1.1314148053241615,1
5.634772064011255,-2.6815998420032265,0
6.582234878177644,1.252838167389994,0
-3.901476545779863,13.356179621637578,0
5.536569747930227,4.260244668900063,1
4.574844362640268,1.8539612787039093,0
7.459524754906311,1.5852504013206867,1
8.636257087525744,-2.1031255692420885,1
5.630049760010808,5.858455726994155,1
5.089797336396417,1.99201982817004,1
5.967915088170475,1.3945078448561405,1
0.6354739851186495,3.799923669803905,0
3.996790138760534,4.630785536608909,1
-1.850688583865189,5.074361397625726,1
5.481070611455781,10.978382670136213,1
1.3305345391563304,10.78288842193218,1
5.539233379492739,-0.2702176486572423,0
4.155601547346874,8.691480191141416,0
1.38166183820183,4.32569673630103,1
7.501018748985448,1.5491909979233784,1
3.071491521976781,9.715595774280818,0
-1.8197213577226723,9.202814730626045,1
-1.2839737772977688,11.484379057204944,0
-2.0173680299658496,7.85567075232254,1
1.3400403726149106,7.151136880934253,1
3.214383492067075,7.061667686842085,0
1.8475499147826164,9.47575293288629,0
4.665411973090104,-2.3464406766626187,0
8.979048585196793,-2.6806452977868167,1
6.040813037127329,0.5545555975880601,1
-1.7003673685548906,4.059761106666366,1
7.138373567298497,2.0231910841454654,0
7.513263935823902,-1.308062203492864,0
7.5987206070095015,-2.3121174804711986,1
1.1943302095570418,10.283220687358577,0
2.2051608853830893,8.256226345222268,1
4.581285708549265,4.8108614526328815,1
4.842404602144323,1.0474966578535705,0
3.811093113593409,-0.7315664338311381,0
4.257972456302658,1.0206743389583521,1
1.9209089629324092,6.689734663858312,1
1.5658756350795784,3.7092436662760186,0
2.303787761225276,2.7364141014864773,0
7.4021521789986515,-2.3496124733504438,1
1.6803054663869512,4.321531246466709,1
6.001654215279142,-6.550558704968431,0
0.35645047772124183,4.009584910389847,1
7.390345191320861,2.6426344622896245,0
3.9364773790446095,0.15744186537410743,0
10.28990708563863,1.402522005650372,1
5.639266569463288,5.110876165332348,0
3.6250242383764486,3.0072677769452474,0
4.078884721047826,-3.0246962149035994,0
5.126579085271884,1.5068932021867605,1
-0.09961044386541484,7.723379307928402,1
3.715508436916802,0.9269993061767736,1
1.865404020194825,7.302633598289329,1
1.7623076843328684,6.6347796375820085,1
-0.8456117755887025,3.7706910194602727,0
-1.9837822561305334,7.742687679413952,1
7.373482822805027,-0.47015941887714696,0
10.224815662834903,1.7338831824417889,1
3.7753709161457323,1.399131677015892,1
2.043429453206337,10.261718965339423,0
5.1642665184361665,5.7922618623585365,1
8.24925015556364,3.3484257803184727,1
0.28883967819078116,0.8319972736099923,0
3.5300670410102306,0.6267645863898013,1
5.7962475154595445,4.237850212983747,0
4.36770777862264,6.435343520315394,1
1.8994815919602805,3.2254125365333843,0
0.288008440451772,7.0778697530881445,1
0.861299034125401,6.239458028060442,0
4.927105264941659,1.5792360865817274,0
0.3744068620823535,1.4367027362464118,1
-2.929753181052874,5.336773667068362,1
6.12107385866435,3.4261706837223462,1
7.965468142021473,-0.4040097253123589,1
5.799328875504116,1.4085167999365997,1
7.494523803595229,2.6565822269961616,0
4.5284089711859075,4.604435293692407,1
3.0825159833656555,0.24726993350147586,1
2.961371962522085,0.8777773098935349,1
9.093814557489514,-0.785837449859331,0
6.1038116725405205,1.3060207249321234,0
2.1459963631195036,-0.6511417348892916,1
3.9819955276040537,6.194856840006632,1
-1.309650886498419,9.025318704473591,1
