x0,x1,y
4.2266183043292695,-1.6252886415421297,0
10.504107645642382,9.024126266375259,1
10.202853411389576,11.806077996867822,1
8.934534049229553,6.985450928509874,1
4.709841245153903,12.074743850310899,1
-0.2883402176400236,-4.8312004902188495,0
12.87548193153976,10.851892702538414,1
-3.6236209501635264,1.6738616718587893,0
2.9696213005145804,-2.854548571898307,0
-2.061344053562051,2.4659207193472366,0
-6.556685246976389,7.382928262620851,0
6.326790277511172,14.758554264045632,1
1.4969741576181117,3.8061012304635327,0
0.8979977164064674,-2.138053249395657,0
2.214815943682906,-4.677349650448909,0
8.126821129187778,7.285460381541714,1
7.0120617098935645,-3.3207788617742793,0
1.5199498535047131,2.994715244452187,0
-0.07889945452688663,-5.095573670392593,0
11.00205561185182,12.704498522201268,1
1.452333245925567,2.637148719341607,0
8.339603780544511,2.985532134987401,1
11.308886492778367,3.267700139713736,1
7.969781198121787,19.10395009538057,1
15.52356437740024,10.79952896296404,1
-7.660700959554166,3.316574856933196,0
1.09465314867805,5.8285274135256735,0
3.755801504748876,3.2549882714763436,0
2.513230792995175,6.911835967649805,0
-2.852759967571602,1.3050169613700127,0
0.714345504324109,0.31482695447610853,0
13.688848053917837,7.582342723576211,1
10.717975718258621,11.225456540620048,1
-0.3422730997749386,-0.07722181187352534,0
4.757047795332392,-0.03435563855381618,0
-0.1404213349996044,-3.168466994976005,0
-0.7849146024016771,-5.034150651994649,0
6.601378860393787,11.182711372049212,1
5.95228995018369,-4.041738980903221,0
-3.711398362231041,0.3563746692171321,0
11.349229410173745,12.009411170182858,1
-4.2091570687350455,0.713941676335883,0
0.31412538303932713,3.81979166563696,0
1.9701316304869843,2.3960717637077584,0
14.517269945121434,11.990127007167084,1
-1.190129658696192,-2.1471083370840516,0
-0.08460450965368427,1.678579887834756,0
0.16513039939584273,-1.8709602835281185,0
12.133632166986317,11.311253653929278,1
14.200187401743975,3.9634415702405255,1
-5.4057516001429615,-2.5236641059029923,0
9.511839615982035,18.612862060525302,1
2.68183246816809,-4.1549611240363,0
6.988481875747272,14.509092694100836,1
11.167022165472893,11.634455729714528,1
-1.4471729078721451,0.2576373204762853,0
0.18941380581493128,-2.7086822092622227,0
2.4917383522034995,-11.065395853416629,0
4.97814293718681,-0.628985954956339,0
10.008081473052338,11.668833202815048,1
7.242065235691788,0.16302846928090542,0
2.260993533912545,-3.076977988070392,0
8.841466662037769,-8.521383239115718,0
4.605607460308685,10.937120959643877,1
9.675834435961084,10.565387593793472,1
